wallet_id,address,acquisition_channel,region
w00084,0xa6d8f0a2ddd173f03a637c7d717a1680199483af,paid,UK
w00085,0x37897ab1c35df48b022bb193e67cb16ed9c7af27,organic,UK
w00086,0xed78e29b269e86fec4ff726bb4bdbea3945afaf8,organic,UK
w00087,0x1579a6bd4dc802a3c244db4c0d1dbdb83cc4ae6f,direct,UK
w00088,0x8049cddebac89cf42a2286682945b2250e9a795c,paid,UK
w00089,0x21868133553c8fdf0a7e99fa5ef684ed5c70e38f,affiliates,ROW
w00090,0x801acd618bfcafb27510c89346a60a8a9c9b1e1c,paid,UK
w00091,0xc76a7826c8f2aecb5f881098f4be56a823d32cdd,direct,ROW
w00092,0x78411b752a19e579499556033b6d2be754829dd2,organic,UK
w00093,0xe11080969e88f7c53cb47868adc92872fafb7537,affiliates,EU
w00094,0x03e5770f5b8dd482a5ad86e85d7798221a325b13,referral,US
w00095,0x7732d0092a09042f990ba417fd2d9cd2a4b57936,affiliates,UK
w00096,0xd8621790c81729deca85083cc69bcb1273d4e63b,referral,EU
w00097,0x10ab552a4d654ac6c758445bbdab7b23658bb2f0,affiliates,UK
w00098,0xe613106f98b9fda73ac4098320302fc5698b114d,direct,UK
w00099,0xf493e946114fcfed9bf9ccf779011afa35f80d31,organic,BR
w00100,0x1e75e4fae73bd333921eaa9c80797fed7fe4390c,organic,EU
w00101,0x86a2fb7b0395948379573b5d42293143662f2c27,direct,BR
w00102,0x8bc4896b0d7a7558e401df39a2c5a7be64a22c5a,organic,BR
w00103,0x123544a47d59f620bafb1211e806c142ae434a2d,affiliates,EU
w00104,0xd57f847fb29aa98a458c75440dd570ef70643056,organic,EU
w00105,0x2b66463ceca4bc6d24a9493008214bb32754cf7c,paid,BR
w00106,0xf0c173ddd1c3c7b07c8f7a45a0e84a3ed31a5241,referral,UK
w00107,0x0c7951219efa0abc23fccc73b52e774b325b4de8,affiliates,UK
w00108,0x4450a620dc3ba8687895a181d2d3719da8b4591e,affiliates,EU
w00109,0xe1c08f65bd4014ff1b8383a2b61a57ae22652f75,paid,ROW
w00110,0x55c6b993ce4f76bf98f443d0db488e2052593c16,direct,US
w00111,0xbc2db9e94b910c5d6dd3a90c64082830b6798346,affiliates,UK
w00112,0x90618c2287a39b31c5e1a655904f9f720d35cd10,direct,ROW
w00113,0xdd0b170383847b2b09a024c90a064dad0da36f15,referral,EU
w00114,0x287e03856255a3f8caeed0842ea16f9a332fe583,affiliates,EU
w00115,0xcd4b82ff2ee58f15ebce667eee4c12c94933a5b7,organic,EU
w00116,0xb5d7230c046bfc1efd757360b659b98ec87d0f86,referral,EU
w00117,0x8a0464d769082d7b1cfb26729b374becb117586c,organic,ROW
w00118,0x66ce9a2d2b64c7a123947d80e3976193898d02a0,referral,EU
w00119,0xd4e062a9b9c279e145616842b488b91baf7bef49,paid,EU
w00120,0xf5298a729bf00a1dcf658a034c4850a5b90255ae,referral,EU
w00121,0x7ae85c6bd4b583ace5f40fad969dcb506737f341,referral,US
w00122,0xe70783eb8c2ddfa2b7b80ea91708a494e5345712,paid,UK
w00123,0x983552b43195727a106299db94dba8fc72de77ab,organic,UK
w00124,0x3d9e6bace707572c921dc5ac86698f65d9c6c83a,affiliates,ROW
w00125,0x97978d2f11dc67a1deea0228693a59e4f6f510f6,affiliates,UK
w00126,0x580bd5dd3b65668a736ed2fa210b76f1a67c9628,organic,EU
w00127,0x5299d38685f9b17b2bffc71e17bf1ac405c787b6,direct,US
w00128,0x40ebb90720fc9418d424d012927c4b7cd512e27f,referral,UK
w00129,0x7a3b5ac1264bc86b72d0e7afa0eaf6ed541a6cbb,organic,UK
w00130,0x5b28ad011734301fadfab1d2ae9feb47eae46ec5,affiliates,UK
w00131,0xc650f477e9272c3aeb11947e2aea4be98f76dcc8,affiliates,ROW
w00132,0xd79e5a6af18f17ca2063bea51ab23b971848d7f0,affiliates,US
w00133,0x01ca7ad29e02a7e0b2204c729d17c3c6cfa5f92d,referral,US
w00134,0x95126b87e01d9c07021ae6ccb3a86f9027fac503,affiliates,EU
w00135,0x15c83ca43caf72a0a465cc0be2c71eb953a5c51b,referral,EU
w00136,0x377e2e762baf32b02d725e9ca92fd1d7f9d4bb35,organic,BR
w00137,0x9290f07c087cd7380bf24a174bdb07cd6c57ad1e,paid,UK
w00138,0x64f8cc1eb0fae1595281b3f317f9f3b354a41578,affiliates,US
w00139,0xa849cfcf1e71e4f14b7d8a4f8257a41d3fa65a59,organic,BR
w00140,0x742c247fc0572eb4fdba230524280555824e6727,paid,UK
w00141,0xbf5b74ff929e7bbe2846d710a93e4087a18359fe,paid,UK
w00142,0xd5545fd1b7fc4cf6e29137df1fc16e68bc22680d,referral,UK
w00143,0x87004fd7ae67b314f1b99da7b189d205e2246e54,organic,ROW
w00144,0x8c21c8dda4ab19d08575e1233e9d888c171de745,referral,BR
w00145,0x9c5b0d3d23221bc1cc01c80141acce3e251dff52,organic,US
w00146,0x39190334e8f138b597f256331f112cb8051494f7,organic,UK
w00147,0xd31d7a2f717a12691ef1f59f1db4b94ca679674c,affiliates,UK
w00148,0x7a2101af6a2911ccc3a745d8f06e656708d4b72b,organic,UK
w00149,0xaaa97d867f95f500d5b0e51555a3a9e145057d9e,paid,EU
w00150,0x9f669c1a58c59567dcd840f63b1d151c73ca4c68,affiliates,EU
w00151,0x97c20bd93fb7e89c69a8522a465d136da496133d,organic,EU
w00152,0x6a0224ca2df70d19de65a1fb21be8dfe4e31c596,referral,UK
w00153,0x622f74975f56afee5bd0f9dafbc384f5c1dd6e6f,paid,UK
w00154,0xd33eeaec60ddf76dbeddb859db700aac26a5128f,referral,US
w00155,0xdac57b4adc362efe3feaaef3b266415f1b6e7a1b,affiliates,BR
w00156,0xc472d9f4a662449e5a7025babbb41053efff9b04,organic,UK
w00157,0x65f8948ee2582102ddbe4e9c45e5fc2dac02304b,paid,ROW
w00158,0xe05b77dd11d2284e99f8961cae0aa69fd21da7f9,affiliates,ROW
w00159,0xaf5bbf930a501f662fd1d2c4ca176c4a2ad87e79,paid,US
w00160,0xc9660573a27a846e722ed84010161a944181a226,affiliates,BR
w00161,0x497a94fd22b9d180127bdf979f5ab642010fd3aa,paid,EU
w00162,0xc3477022bf7d939d00abfdb9847799ad7b8651e6,organic,EU
w00163,0xf5b043533e59da24bfdabccd94ba23916f4300e5,affiliates,BR
w00164,0xe0169134550e42b8abe77d119cfd01ade2478b1a,paid,UK
w00165,0xd76c3c5815c5a2c63c667dc5020cf15f20caae0a,referral,EU
w00166,0x846a84be048eb738cabec63405bb2f4188c20c93,referral,US
w00167,0xf105a50a14b7fcf9ea8954cbab8359d51bd10e77,paid,EU
w00168,0x9864767e7fd22b2bd137bf5f9619025f47c290ee,affiliates,BR
w00169,0x715d699ec7b9c8777d5ca6368febadb9cb818399,affiliates,EU
w00170,0x37e1e20c3be7c960d066d5411224146295006565,paid,BR
w00171,0x13c97c61076763e4fa38c461a3f5fc86e707d4f0,direct,EU
w00172,0x9d65a980b946128469f5a54c73f5790ba07ea6eb,referral,EU
w00173,0xca10daa5dd52cb07e7304e5194b3754eb33d6d97,organic,EU
w00174,0x9a91214938c3afb8487faf0f6f4a75ce34670319,affiliates,US
w00175,0xf61324a17c9a5413505cfc9ca91005d12e74a1a8,paid,EU
w00176,0x1c39a06ce95fc753191c39a46b73c046fc4ec245,paid,UK
w00177,0x9a08dd633ec5abf959f9627c0303393bf5b32f51,affiliates,UK
w00178,0x439c0032eb5820de0a6c1e43cafffee12ec3659f,affiliates,UK
w00179,0x938c50cddfe317a18ca87755bb746e9033d64e9e,paid,EU
w00180,0x2175979676c5623a51d8ace1103354da4bffcbe0,paid,BR
w00181,0xc669a78c263b78ccb7c53cb378592f0cd56a6c85,affiliates,US
w00182,0xe2f5a99df3683197e1180b721f43a1082d621871,direct,BR
w00183,0x236b79f98a40216c8ee79b4e7bb49c23eb7e296f,affiliates,BR
w00184,0x4a4ebb37f8f11c574871bb6bd601e5b7183f2dd2,affiliates,UK
w00185,0x4861ca2530a3bdcabe6400cce5316f53a3ecd226,affiliates,UK
w00186,0x8338f135265671da51349f18fd2f9fbafb5ae5d7,paid,EU
w00187,0x96a39f39e4bc9054230e9fb54ac8fa40d538ea3a,referral,EU
w00188,0x6570d13a2319de31b4b32347a4c1f6278bcdc06d,referral,ROW
w00189,0x92b477691272308b7eff57a960e69364eb87bbae,referral,UK
w00190,0x0daaba47a49fd0cae69e836d44fa646eb1ac52be,paid,UK
w00191,0xfd01b8ab25b32f7d202c4e6a9d2464597a10c09f,affiliates,EU
w00192,0x09fce7565efdfa605517bbe29d4bd59a763ffd05,affiliates,BR
w00193,0x5796916eefdeb43289d82c4a8d271a33ca16b2ee,referral,UK
w00194,0x47e128b1bdec9a6bb6a8dc3111beb15df9008df5,paid,EU
w00195,0xc8936872fd7792acb94f1fb7d7b6f5d3bcb0d276,direct,EU
w00196,0xdf85afc684b3d62c9cdb722b423bb0b9af2f6de1,direct,UK
w00197,0x0fa9fa6037bfa6bcacda4a5117a80994bc27a691,affiliates,ROW
w00198,0xc2d088c789bc1cfe2928c12328d0f8586f04f8ca,paid,EU
w00199,0xb8f5831d334df93529146e6146b81bfb35ad962f,paid,UK
w00200,0x911181a554d306f61e2b4d78bd89e2f65bf89d72,affiliates,EU
w00201,0x226b0bfb39b2fc846fed4df6511bf20b87df68b7,organic,ROW
w00202,0xeb69ebbbb3bfde899fae831d8f6651e38c1443b9,affiliates,UK
w00203,0xead079759550e2517182172a36462c17d2565d33,affiliates,EU
w00204,0xbe237a468cb5ce8ed611028c3a5fb647c3283cdf,affiliates,BR
w00205,0x3bcb82f9a320fe691064a3578a444565000b37e1,affiliates,ROW
w00206,0x54108d5b5c85a36e2b19ea3be185bf3b0384edef,referral,EU
w00207,0xbe16e809b209cbb6adf2c6c64223bec7b843b820,affiliates,UK
w00208,0x2ee4ca3d805951b8b6950dd3f2f8fcc1b6ada8d3,paid,EU
w00209,0xcc23b5e122d37ba02269113ef18bc960dca0312a,affiliates,ROW
w00210,0xf1b5b37972520ba1d148d2e062a3e6ed1211f591,direct,ROW
w00211,0xe9289a2a4d51eaecb10e2a56bc719f41f2656b6c,paid,BR
w00212,0xa36788d6969bbb30f08fe05ddd42dfe3d02fb60f,paid,US
w00213,0xa1dd05119d22bbb465cb42e0c80dae8de8b62f8f,affiliates,UK
w00214,0x932b8dd75ad2ca3119d04819c48a04f99c05f054,paid,UK
w00215,0xcbfb16b1c2969d427e1becac2f8bae5c55d6ec63,organic,UK
w00216,0x2a7c2d8fc115e24512c474ea2190d6de25df5a84,referral,EU
w00217,0x9ab3d0d42616717ae71beec355f7b74027a5096e,paid,EU
w00218,0x70dfa4a1164bd8a4d1e5c2567b2b5b60c91a95ff,referral,US
w00219,0x5272d1f6807d27f13f68265ff90d0e8dba76588c,affiliates,UK
w00220,0x62986db649edfc1a967ce179046376371fe6dbb0,paid,UK
w00221,0x4e4dc63e6025dd95ff3f3adc92af2e861c8acda4,organic,ROW
w00222,0x316a90be16b27a53e483ccca4eaa917914e175d6,organic,UK
w00223,0x1f1a65ec202990ff7982be30082d1353bf47f584,referral,EU
w00224,0x8632ae469c4cf7e6bd99695a120894daf5025c51,organic,EU
w00225,0xc15057ce8698149ed1e6c553c7f6125694adfe4d,paid,BR
w00226,0xe0a11cb4c68596b7df15900015b623e5efed4c1f,affiliates,UK
w00227,0x9c42272dcef67189af5b34418dab31f003d31398,referral,US
w00228,0x4728e35fd8c3424da2eb3e20a74e16288041ab64,paid,EU
w00229,0x876aaf30041139b61be43c549b18b74e3512e207,paid,UK
w00230,0x41ad9f9731d9fd82214b7bf47505becde91ab0fd,organic,UK
w00231,0x73bf5b3fafeae7f84ae66f4085967fc4f7a72f9a,paid,UK
w00232,0xc0049046a0454dac214f391375ca6f14449a59a3,affiliates,EU
w00233,0x419a86e6275eb766608f6c94382894c660cd700d,organic,UK
w00234,0x14750bab032b73ad44f07b1091137d7016fdd8da,referral,EU
w00235,0x6a2da2b874af7a6b16607904ae90ef7b4f5d85b6,affiliates,EU
w00236,0x5b5bc4c46ea67a9ec825f5960d211e7cfcb3e2ec,paid,UK
w00237,0x91d1c9de5b6f9347432dc39aa3ce56812bea7d97,paid,EU
w00238,0x8216611c413953fe4b1df19de860b17e40545c28,referral,ROW
w00239,0xae31febc0ff9918f4008a64df00cc8dab80cb662,paid,BR
w00240,0xf5360393bec9f0bd12205a349711487b5e3bfc4a,organic,UK
w00241,0xb80eb9432f3b35d2fba717046d1497d603260485,affiliates,EU
w00242,0xeeec9c5d66bb016badf799826be20cf1385695ac,referral,EU
w00243,0x19542777f7d30f49512c4d2a29010ad90b0b44ad,paid,US
w00244,0x95178355d6ae25c56a7f920ee09c8c8953d0b6f1,affiliates,ROW
w00245,0x38986bd807874d433c57b13be558ea9769d28c69,affiliates,UK
w00246,0x4516f9acee0148eb206bf2dee568b1ee99f0b576,paid,BR
w00247,0x4722cee1e95a6789f1459e9d65522dbf38991414,paid,BR
w00248,0x4efcea23dc0ef8c0d03f9b8d41bd764dfb151cb5,organic,UK
w00249,0xa8cb5e6ec5dae0a026fa42db43efdb018326469a,organic,EU
w00250,0x24347c65711ec4f5a1751bbc7c76348ec0c45676,direct,UK
w00251,0xb5d46923af9590bc1bec8a85328d3ce53bf00f16,organic,UK
w00252,0x43c341ca2b411bc60d92bc394580434a741f87e8,affiliates,UK
w00253,0x765813f6359a5cf12d73297b93c44525960bcc85,organic,UK
w00254,0xb8df11b6c2b27f062c7b86464ea895a2839b847e,direct,US
w00255,0xd28d0621f43b85072583ae4dd949648a12b441c9,referral,UK
w00256,0xc94cda72cf1c22d5e087a5818667488edffdbd87,referral,EU
w00257,0x865057ab38ff62b07804154e90470b4afddefa77,referral,US
w00258,0xc00e2bd26d0a018f390dd5be9f8f6da1d8b17438,affiliates,US
w00259,0xd04559b9711b29fcc351b3dae3c20b22533e24b4,organic,EU
w00260,0x5a7ad0d683b5cc3b8dc1c4701a2295690bad065a,affiliates,ROW
w00261,0x4720c7966d455a4fece86cf608eeff3fc25ff4cc,organic,UK
w00262,0x02e413313ad5757abeadbc12c2cedb6617b939c5,paid,BR
w00263,0x9cea23365a646d0f62ad71a1dc059677f6c44a9c,organic,EU
w00264,0x7585cf86a25e93db704175ea454d82505a950b31,affiliates,US
w00265,0xa64fb3ddb87152fae6f1eb60f4aed613448d3c57,referral,EU
w00266,0xbc4a9ea4606249f530514bd9a56e05577b3ba40d,direct,EU
w00267,0x853f545a09256f0f873e29d13f922cb66c69551e,direct,US
w00268,0x586d77d7e248572e6af6a929f9bf539715bea8dd,affiliates,EU
w00269,0xd2ee54e3739fcf8195e27f00adfd164b1ca807b4,paid,BR
w00270,0xc5b8a6124dc1265ec31a1e73447cb99c243554f2,organic,EU
w00271,0x74bb246a03494bbf69252d55d7282e0f5434cca5,organic,ROW
w00272,0xeddc833a615188bdf0934bba3b709813d1e80399,organic,EU
w00273,0xc5a311383799d1ec3c970c97288f4d34847ff75f,organic,UK
w00274,0x164e7a82cc3858149922ccd92ffacc4e7d4255b7,paid,EU
w00275,0x6c6f5cfc0b3b455c58338d1357b7f0abe74961a4,paid,ROW
w00276,0x12b5c62243139c4840c1cb5de7e2775ab4b01667,affiliates,EU
w00277,0xe80608cc79ab9fc8cd1e9fcc647eba1a58bd6090,referral,UK
w00278,0x3643a57ac95ed2c3209dc8f5533464e352e7d67b,referral,EU
w00279,0x7636d12eb1c179b53fc54170c6d5fd6d4f1a67f4,organic,UK
w00280,0x23922bc0cda5622efbc2e1274ae45c5e0de06982,affiliates,BR
w00281,0x1f17fd829a47e2a59b7bd332f3116e132a5fa89e,referral,UK
w00282,0x6a9e0e603220c25975ad9739814ce5e4c78aa581,paid,EU
w00283,0xf237184d46f1d86ff3d30b592d8c53f8512a9dc2,direct,EU
w00284,0xd4ff4efe72f0484e9f062dccf3ca63d1f4e1bf27,organic,US
w00285,0x0141a7a41b71fe54f6e179ebcc31f995dadf6ad4,referral,UK
w00286,0x486df11c379a1cb8d68e699cf91c5ae66b5cd98f,referral,EU
w00287,0xca090f1ecbd4d5f3707f4c3c8565ddd59bd3d1ba,paid,EU
w00288,0x264b5cecf519eb8c86b319e64b86e1fde491f708,organic,UK
w00289,0x7df33a30309d6896d9aefbbfc45ee55f2df382fc,organic,EU
w00290,0x5c9bba8f790976f28805d2a1b9fbb7bff378a59e,direct,UK
w00291,0x8a509b51f98bb39c22a711f9f66b2515be7263fa,paid,US
w00292,0x809f052f8060e9df39235de99ebe22d008ffc445,affiliates,EU
w00293,0xe79fefe86718553d365eecebd18a5898683573f6,paid,UK
w00294,0x01894fccb80f49e8ab8043f0ddb825be1feb133a,affiliates,ROW
w00295,0x3be03ddffd5d023ae69da3eb4b664ed79a6b7a3a,affiliates,ROW
w00296,0x725f4ae684911def872f713d2cc397290ec3359f,paid,ROW
w00297,0xe53a624123a7d13882f0a6892e521369dc13a91a,direct,ROW
w00298,0xa497ba95f7e2852a2ffe50c27b836d5f66b76556,referral,UK
w00299,0x333da9e8c6a321a4dc903826827b6a4b926c367d,affiliates,ROW
w00300,0x5e9beac10d0d5e323d5e9d7b418e2689287fbefa,affiliates,EU
w00301,0xc26620bde92eff9efe12462fcaf5bf19c0e62d34,organic,ROW
w00302,0x7e034760bc7182f9b06e60ab5cdc65fb874ee1a5,organic,UK
w00303,0xcc1152ccd00cd92ad7dc11b3b11f0c3015873f92,paid,EU
w00304,0xd0202328fbb125f2a99846db8af4c115b9d1cb0b,affiliates,EU
w00305,0xe5aa14d7b77c5f390577edf7e72c6025fa60ca29,affiliates,UK
w00306,0x625064f837b6f2f0f15743fc6042aa6124bcd5f1,paid,EU
w00307,0x353d5efc895325af393d77081c9179ef47cc42d0,affiliates,EU
w00308,0x5d7245f98daf91bb3c4c6d0420ac17e2a89c144b,organic,UK
w00309,0x2f1d855b8aa65d0499e0b21128f3cf56c788a62d,referral,EU
w00310,0x1e43a80d30332d85ca0c7ab809390b95e238eb48,organic,UK
w00311,0x395541409a8620cbd39bdaed50a9e4843257bb76,referral,ROW
w00312,0x79caf110000407bf15afb54a40127efe1afcee21,referral,EU
w00313,0xeb4091b36606720eafebb34af3bcf09d8bcbb415,referral,EU
w00314,0x5eb85a695fc2aea6f142ea78ae5ef25abd9fcd6d,referral,ROW
w00315,0x88948fbac75d5e8d356c1a7de30c8121f36d81d0,affiliates,UK
w00316,0x2c14f656b463697907050bd681b95f7007e781bb,direct,EU
w00317,0xb3f04cd3602dce787b6ea09b7e424512d370ccec,affiliates,UK
w00318,0x5ad37be12bf975b08ba1748614f56eee129a7f54,affiliates,US
w00319,0x268322b00c1a90e2edc37716a8c228d18f93cd53,paid,UK
w00320,0x6dc0ae69db29ceac294c6011e2a567ce4854f86d,organic,EU
w00321,0xe9a971758a444485ee954d8646ace2c4a585c92b,referral,EU
w00322,0x3cd2a737498294fdf03ee7f949306f976125c0d4,organic,UK
w00323,0xcea3e90594639948d2853cd39f1bf471d3722313,paid,EU
w00324,0x96311b7b69684e7c8579d95b9b6c356343970e3b,organic,BR
w00325,0x6567be1435f72da9cdf5c1e1b01e74d4e348310a,referral,ROW
w00326,0xf28fe3c3b11d217cb2e30dc80802022dd943213a,referral,UK
w00327,0x607ca6868ff59bbc8687c395496655306a2dcba4,affiliates,UK
w00328,0x37777e760fee4076a69587ed753e2f2b403806c7,organic,UK
w00329,0x08177c0cb91fe6a7b42e16604f396d284e01d471,organic,ROW
w00330,0xe717e9fdf48ed5a8ad9acc3d64f4ff09c4d8d3f7,affiliates,UK
w00331,0x85b65127e15e6d270f13e7f96d49225611c0871f,referral,EU
w00332,0xf022f5ad590e509f9d326f1998d4194ab19b0dab,referral,EU
w00333,0x84b6c3f453221911721cb9b61af89e3702310d42,organic,EU
w00334,0x6b525f65e9b0cf67f2e39feb6cabc507d835ab88,referral,ROW
w00335,0x996fc7b88c056ac7eee935974a03e4480f766fc4,referral,EU
w00336,0x68fca490f3a413f8583a1af02b4aa6e321e4881f,referral,BR
w00337,0x03ccff171cc71a41c563fbe9fcf258b3fc556c18,referral,UK
w00338,0x3acb1f3ae7c6a30705fea6dfd1d98127fb590d54,referral,UK
w00339,0xd04f246256181440f5bde9d5145e23c34d88dc89,organic,UK
w00340,0x84ec0e6a401f917758498c12a9da03b2fd8f084c,referral,UK
w00341,0x803a38569e43d16a7f63422a1a20fbba23f9abd0,affiliates,UK
w00342,0x2bcd56aa73a35dda7f6462cdb831442c7c17433d,referral,ROW
w00343,0x4772ca6f8a24541d8461f1e43fed9eeaf0f5b890,affiliates,UK
w00344,0x4c4c9aaf9569e5d5c8768b1e3d36f1af72b314e6,direct,EU
w00345,0xee1e9149bf3742cbe7fce18390bec82bf9a3d302,referral,UK
w00346,0x40790bb5ccd6bd26202d612166b2bbe8e9f957d9,organic,UK
w00347,0x72d759ecd34c719c20b8d86abd02ec30d8181814,organic,BR
w00348,0x07d2cb1276a1c7af5000a0c05cc913f1c85cb9bf,paid,EU
w00349,0xc844282a848c2d49060609043555886932435a5d,referral,EU
